Id,Timestamp,Source,Retwwet_Count,User_Name,tweets,text_length
1.25E+18,06/04/20 1:22,Twitter for Android,0,krishna Ì¡ü‰ÛÁå¨Ì¡ü‰ÛÁå_,moron still dont understand purpose lightning candle     show unity fight,14
1.25E+18,06/04/20 1:22,Twitter Web App,0,William Speakes, imagine would  biden president during well imagine moment  what biden give briefing start     time even know,23
1.25E+18,06/04/20 1:22,Twitter for Android,0,XYEDAftab, mean  celebrate waah panditji waah,7
1.25E+18,06/04/20 1:22,Twitter for Android,0,Ì¡üå_‰Û_Ì¡üÕå_Butterfly WingsÌ¡üÕå_Ì¡üå_‰Û_,since begin everyone know chinese  chinese cobra   carry terrible virus they disgust neanderthals             ,29
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,Miss Odurah,wait  cell phone emits radiation  microwave xray machine hospital  immune system already take blow bare minimum even covid     effect point   relating,30
1.25E+18,06/04/20 1:22,Twitter Web App,0,JITENDRA, corona   dipawli,5
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,Clementime,    wants    corona             facetime everyday     shut  fuck  patricia     nobody want ,39
1.25E+18,06/04/20 1:22,Twitter for Android,0,Jim Miller,fake   reason  sick radiation poison  world order,11
1.25E+18,06/04/20 1:22,Twitter for Android,0,Dhruv Sakria,glamourous  spectate last night felt deep inside heartnever think fight ever bring unity among peopleshope unity remain firm intact even epidemic  vanishedtill stay homestay ,27
1.25E+18,06/04/20 1:22,Twitter for Android,0,Sergio,excuse honey dont know thing period,6
1.25E+18,06/04/20 1:22,Twitter for Android,0,Swaraj Pradhan, sixth sense could stop spread effectively bloody dolt,9
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,Lea Ì¡ü‰Ûª‰ÛÒ,bitch animal catch,3
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,DANIÌ¢ååá,    joke feel sick today hope didn   ,13
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,Lord Swoldemort,    wait  cards humanity deck ,10
1.25E+18,06/04/20 1:22,Twitter for Android,0,CoolCzech, hastily compose tweet someone  deep denial   hydroxychloroquine struggle hospital ,14
1.25E+18,06/04/20 1:22,Twitter for Android,0,Tutli, cont  educate shastri nagar people    responsibility  know also  apartment mean muslim community  religion allow,22
1.25E+18,06/04/20 1:22,Twitter Web App,0,pavan,list   state india high case register andhra push   position last  days,16
1.25E+18,06/04/20 1:22,Twitter Web App,0,Cupcakes&Caviar,when parade every city fill hospital emergency staff doctor cleaner grocery store worker delivery driver zero politician,17
1.25E+18,06/04/20 1:22,Twitter Web App,2,Michael Tracey,after converse  specie bernie  soft  hard   look protrump rightleaning  next someone think   wrong thing  make cogent case troll   ,30
1.25E+18,06/04/20 1:22,Twitter Web App,0,taylor, girl tweet postcorona seafood boil order mine   cluster snow crab     pound shrimp bout   maybe   corn    potato garlic season medium spice level thank youuuu,37
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,Boonk & Hennessy.,people really believe come asian eating ,7
1.25E+18,06/04/20 1:22,Twitter for iPhone,1,Paul! From Home,lacey grab mics post mania press conference yell     corona    everyone test positive    later,23
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,ozuya,poker night next weekend gameleave door ,7
1.25E+18,06/04/20 1:22,Twitter Web App,0,Smegandtheheads,south korea  bomb,4
1.25E+18,06/04/20 1:22,Twitter for Android,0,Amerind Warrior,hell  load,3
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,lil larva,   mean doja      safe anymore,12
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,Ì£‰âÂå_ JÌÄ‰Û¼ÌÄ‰Û÷Ìãå»ÌÉÕR ! Ì£‰âÂå_,    tiktok season epidemic             ,20
1.25E+18,06/04/20 1:22,Twitter Web App,0,Truth_Psalm 85:11,check white       facui label      minute mark update     ,23
1.25E+18,06/04/20 1:22,Twitter for Android,0,Father Gabriel,latest discovery  corona virus etongue sticking  cheeky playful  blowing  raspberryosed  discover  manufacture sell china  charles lieber head chemistry biology dept havard university   arrest today accord american department source,37
1.25E+18,06/04/20 1:22,Twitter for Android,0,Kahaani Baba,bhai  batao season    aaega shooting  gayi     work home remain thing edit  release world   shit,26
1.25E+18,06/04/20 1:22,Twitter for Android,0,AAPian Newbie,   announcement official  affect   baje      baje blame muslim     ,23
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,Oliver, know much early chinese notice     cancel chinese  year vacation     then find  cancel vacation travel  trump tell ignore here consistency,31
1.25E+18,06/04/20 1:22,Twitter for Android,0,prasad karumanchi,half battle  candle country wide half remainstimes india  modi lead country light diyas express resolve  anticorona battle ,21
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,TrentÌ¡üå_‰ã¢Ì¡üåå_, fucking tiger test positive fucked,6
1.25E+18,06/04/20 1:22,Intercept Music User,0,The Jimmys,thank much health care worker fight virus grateful thankyou,9
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,pinot grigio, bella noches even open time,6
1.25E+18,06/04/20 1:22,Twitter for Android,0,Diwakar B H,  minutes kundur tumkur light lamp diya torch  pandemic,11
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,MAVROS XAROS Ì¡ü‰ÛÁåÂÌ¡ü‰ÛÁåáÌ¡üå_‰Û_Ì¡ü‰ÛÁåÂÌ¡ü‰ÛÁåáÌ¡üå_‰Û_,destroy filthy disgust country have   santirary condition  disgust your  never save,15
1.25E+18,06/04/20 1:22,Twitter for Android,0,Mark Gideon,needs test ,3
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,nuri,aunty send text  like    knowwamp,9
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,tom dowling Ì¡üå¤å¢,hope everyone still hang friend catch point,7
1.25E+18,06/04/20 1:22,Twitter Web App,0,ilia STREAM TAKE YOURSELF HOME, thats good  gross lady walk around half thankfully stuff happen butt yeah wish make clear centrelink theyre well right ,22
1.25E+18,06/04/20 1:22,Twitter for iPhone,1,Eon Lite Ì¡üÕåü Ì´‰Û_å_,  horseman apocalypse,4
1.25E+18,06/04/20 1:22,Twitter for Android,0,shailesh,   confirm  outside public place,8
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,holly0828, arent speaking abort baby  upcoming vaccine,8
1.25E+18,06/04/20 1:22,Twitter Web App,0,FLASH/SHORT FICTION CHILLS,tired deal oldie ignorant,4
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,xX-_-SmAcK-_-X,    care shit,6
1.25E+18,06/04/20 1:22,Twitter for Android,0,Raymond Michael Roberts, fauci today brief     ,9
1.25E+18,06/04/20 1:22,Twitter Web App,0,kpanneerselvam,thanx clarification afraid   lockdown protocol fake partieshope ,10
1.25E+18,06/04/20 1:22,Tweetlogix,0,Joe graciano,they  shit turn  appointment  dick  would make ghandi throw towel,14
1.25E+18,06/04/20 1:22,Twitter for Android,0,datboi, laugh thats kinda mess  also worry   outside still responsible,13
1.25E+18,06/04/20 1:22,Twitter Web App,0,Samantha Adams,well   gates hope state heed task forces call,10
1.25E+18,06/04/20 1:22,Twitter Web App,1,bad websites, buchanan think woman spread  think come ,9
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,Nada,cousin      ,7
1.25E+18,06/04/20 1:22,Twitter for iPad,0,Len, well least fever symptom  typically  ,9
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,"Angel, The New Yorker",broooo goddam tiger   york,6
1.25E+18,06/04/20 1:22,Instagram,0,Doug Baltz,     damn week darkwater studios,9
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,Dulla, person     toby office,8
1.25E+18,06/04/20 1:22,startbitcoinclick,1,Phoenix Capital Ì¡ü‰Ûå´, president trump  york state records decline  daily deaths  corona virus   first time says drop  number  deaths   york could   good sign  news realtime,35
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,Marina Corona, want bang since move milan september guess finally take leap                  ,29
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,anna roth,    feel embarassing virus   ,10
1.25E+18,06/04/20 1:22,Twitter Web App,0,WohBoli@Ghuspethia, away little namo want play,6
1.25E+18,06/04/20 1:22,Twitter for Android,0,CharlesÌ¡üåå_, sorry hear medical stuff frontline  test guarantee healthampsafety frequently ordinary ,13
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,AustiÌÄå± Perry,take paris westworld,3
1.25E+18,06/04/20 1:22,Streamlabs Twitter,0,GS Love,spreading    overtimerc otrc,6
1.25E+18,06/04/20 1:22,Twitter for Android,0,kirthi kanth,oxygen fitness donate     mask sanitizers police work  night stay outdoors protect next donation drive     telanganafightscorona indiafightscoronavirus,25
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,Dr. Bhagirathi Tripathy,decrease trend outbreak  start       good news hope decrease trend continue case    soon,22
1.25E+18,06/04/20 1:22,Twitter for iPad,0,Rachel Fulton Brown,moment anchorite live seeing body consecrated every   wonder famous anchorite convince     shall well shall well manner thing shall well   ,28
1.25E+18,06/04/20 1:22,Twitter for iPhone,0,David,think dana brooke would  didn   ,9
1.25E+18,06/04/20 1:21,Instagram,0,iamvonshorter,     here                 coronachronicles donaldtrump pandemic novelcoronavirus momma grandma blackfamilies  vonshorter,31
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Brando for Bernie,going good look    century french painting,9
1.25E+18,06/04/20 1:21,Twitter Web App,0,anatoly,  reread scott post clear obvious symptom deny test insurance  hear many similar complaint  dont insurance  undercounted,21
1.25E+18,06/04/20 1:21,Twitter Web App,0,Napoleon Bunnaman,meanur soulmate could  gwan shadow brake,7
1.25E+18,06/04/20 1:21,Twitter for iPad,0,Monaca Towa,when space     worry           ,18
1.25E+18,06/04/20 1:21,Twitter for Android,0,ELelo,point nothing else matter faith   money social status education tribe religious belief matter only faith   right keep faith,22
1.25E+18,06/04/20 1:21,Twitter for Android,0,the ASD guy Ì¡üÕå,hope someone make documentary amazing musician  career,8
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Harry Potter & the Prisoner of COVID19 quarantine, parent send video family group chat  spend    minute inside sauna      kill  boomer,23
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Leslie Dweck,boris johnson    government really  deserve describe uncaring given immense care show business economic catastrophe they clearly care  well fail,24
1.25E+18,06/04/20 1:21,Twitter for Android,0,Sabir,positivity affect increase   positivity humankind  world bursting cracker walking road fire positivity bhakts  course    janpath sacrifice   former   stupidity,29
1.25E+18,06/04/20 1:21,Twitter Web App,0,"Ì¢‰ã¢‰Û_ÌøåüåBan the word 'kind', banish its users",computer really slow when click explode,6
1.25E+18,06/04/20 1:21,Twitter for Android,0,Ì£å‰ÛÓÌ£å‰ÛªÌ£åå¬Ì£å‰ÛÓÌ£ååÁÌ£‰Û_®ÕÌ£‰Û_‰ÛÏ & rabbit baby rabbit,prime minister   model emergency situation declaration inclination coronavirus century large murder pandemic  infection control tokyo city blockade lockdown countdown start,23
1.25E+18,06/04/20 1:21,Twitter for Android,0,Eric Zannini,your headline   story  virus ,8
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Michael Atilola, amazing pastor there    correlation   plant chip people body vaccine your position make make utterance powerful       stop,28
1.25E+18,06/04/20 1:21,Twitter for Android,0,Dave is Not a Bot Ì¡ü‰ÛÁå¼Ì¡ü‰ÛÁåü,another underserved group  problem,5
1.25E+18,06/04/20 1:21,Instagram,0,Alexis Krasilovsky,perhaps good place park hope fear     listening,11
1.25E+18,06/04/20 1:21,Twitter for Android,0,J.M Ì¡ü‰Ûª‰âÂ,aiight safe bullshit,3
1.25E+18,06/04/20 1:21,Twitter Web App,0,Kalyan Brata Mandal, really word fall short praise activity amid pandemic kudos entire kolkata police,13
1.25E+18,06/04/20 1:21,Twitter for Android,0,Shahzaib Janjua,students still study home ,5
1.25E+18,06/04/20 1:21,Twitter for Android,0,Sally Fouda, husband notify  attach team deal ongoing outbreak hospital different place different  seem like                                          actor cant stop      ,66
1.25E+18,06/04/20 1:21,Twitter Web App,0,Hard Soft & Floppy,sure          miss     ,16
1.25E+18,06/04/20 1:21,Twitter for Android,0,HAMID QADEER BUTT, didnt bother indian occupied kashmiris poor call help name humanity,11
1.25E+18,06/04/20 1:21,Twitter for iPhone,1,Tammy Begg,      issue travel advisory wuhan      tweet relate    pneumonia outbreak china         tweet evidence human human transmission,36
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Ì¡ü_å_ Richie Tenenbaum Ì¡ü_å_,trump disband predict   month before wuhan story predict branch  find eliminate contagious illness throughout globe include many china      contain      virus     trumptreason trumpdemic,39
1.25E+18,06/04/20 1:21,Twitter for Android,0,Black Rhodesian,arent refugee afraid ,4
1.25E+18,06/04/20 1:21,Twitter for Android,0,AnilSharmar,china spread proudlyto look world defend virusthen   bioweapon,10
1.25E+18,06/04/20 1:21,Twitter Web App,0,Andrew Sibley,there many virus common cold cause coronavirus sars mers difference right transmissability fatality rate,14
1.25E+18,06/04/20 1:21,Twitter Web App,0,Baroque-A-Dope, think something simple minor celebrity   signal boost  tough worth,13
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,AubreeÌ¡ü‰Ûª‰âÂ,      take  compare hate black ebola hate asians,14
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Kirsty Garrard,starting   tonight help fill void haven    start      year feeling   nervous,22
1.25E+18,06/04/20 1:21,Twitter for iPad,0,Roger Davis,trump lose highprofile medium  coronaincompetence,6
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Mohammad Kamran Hasan Rajib,bangladeshi fight  pandemic covid   hasina stupidity bangladesh coronaviruspandemic,11
1.25E+18,06/04/20 1:21,Twitter for Android,0,King of Gokwe,ukaona uchipembedza munhu arikungotaura simple thing know ichingouraya vanhu ipapo pasina chaarikuita show kuti different isnt problemyou problem africa hakuna kwatosvika nana papa  need scientist  papa,28
1.25E+18,06/04/20 1:21,Twitter for Android,0,ChaosController316,just find  epicenter city case  could anybody  entire street risk  alone family  start feel jeff hardy river street look  randy orton right,28
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Dick Cheney,real dick cheney,3
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Ajit R. Patel DDS MS, possibly give hope thousand patient little hope  channel champion right choose time give political difference national crisis hydroxycloroquine trumppressbriefing coronavirus,22
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Nate J,fully agree need take seriously also take  seriously that         well   rather human ingenuity adaptation enable conquer virus long ,30
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,ellaÌ¢ååá loves kaixing Ì¢‰ã¢åÁ,that  towards oscar that    work   know good film come  cannot  moretz others      good film   crime justice,31
1.25E+18,06/04/20 1:21,Twitter Web App,0,Nin, tiger  unfathomable,4
1.25E+18,06/04/20 1:21,Twitter for Android,0,Softie Johnny,cant  first,3
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Ì¡ü‰Ûªå¤TwigletÌ¢‰âÂ‰ã¢s Mum,         there tweet woman earlier scenario  somewhere swim picnic husband child unfortunately woman stung stingray great pain required hospital admission    ,33
1.25E+18,06/04/20 1:21,Twitter for Android,0,Dreams & Hustle, really pain bcos already tell come pick airport  vacation soon laugh       virus laugh,21
1.25E+18,06/04/20 1:21,Twitter for Android,0,sandeep chahar,  back,3
1.25E+18,06/04/20 1:21,Twitter for Android,0,Ì¡ü‰Û¢åü,   bolsonaro blackpink kpop  youtubers thread festa peixonauta funk  steven universe nsfw   sica festa  idle itzy  minnie yeji yuqi comeback view fancam  izone mutuals lesbian  taeyeon,36
1.25E+18,06/04/20 1:21,Twitter Web App,0,PenitentThief,hold obama responsible    trump   partisan hypocrisy crush divide country stop nonsense,16
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,$lÌâåÁck $k0nka,      goin guuuud     ,13
1.25E+18,06/04/20 1:21,Twitter for Android,0,Susovito Basu,dangerous face stay home safe fight hope pray ,9
1.25E+18,06/04/20 1:21,Twitter for Android,0,manish gupta,avoid effect essentialservices work salute,5
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Colin Wheetley, tiger bronx   wouldn     happen,11
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Micah, swiping past news article faster swipe thru girl tinder,10
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,"nedunseliian st,",rahul  understand pain anger government poor handling coronabecause lack medical  risksdanger health personal  face inspite repeat caution    ,24
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Beus Photography, seem easter      happen year thank virus  chocolate stomach easter coronavirus,17
1.25E+18,06/04/20 1:21,COVID_PT_DATA,0,Bruno de Jesus,confirmed individual covid   brazil       recover     died     covid   coronavirus coronavirusbrazil,27
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Sensai Sean,    crazy much well taste lime,9
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Ì¡ü‰Ûª‰ã¢Ì¡üå¤_Ì¡üåå_Ì¢‰âÂåÌ¢‰ã¢‰âÂÌøåüå, tell   happen wouldn     hair ,12
1.25E+18,06/04/20 1:21,"Cheap Bots, Done Quick!",9,Corona Bot,breaking abrasive spongebob test positive coronavirus,6
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,suziG, gotta beat foot soon,5
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Ì¡üÕå_KatÌ¡üÕå_ (doing small gw),amazing friend  ,4
1.25E+18,06/04/20 1:21,Twitter Web App,0,E Hamilton,quit listening   when  said there wasnt going    wall  payo wallo virus border security   passed watch    liberals  illegal aliens will  tiggered    vimeo,38
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,DWA,maybe bitch free,3
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,Liam Creed Ì¡üÕå_ #FreeJulianAssange,plan    unity government make deal tories virus,10
1.25E+18,06/04/20 1:21,Twitter for Android,0,Above Average Joe, youve  hollow twizzlers purpose  ,8
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,RRR_97,solution simple  liberal trump hater make unbreakable  love      take even  prescribe      willing make commitment wail nothing,29
1.25E+18,06/04/20 1:21,Twitter for iPhone,0,sam,then overdose  sugary drink snack candy  fast food   conspiracy      virus spread africa right without installation test   towers,28
